Identifier,Gender,Ethinicity,Parent Education,lunch,Coaching,Numerical,Vocabulary,Comprehension,internet,freetime,goout,health,absences,Mjob,Fjob,reason,guardian,traveltime,studytime
8857,female,group B,bachelor's degree,free/reduced,yes,64,85,33,yes,5,2,1,58,other,teacher,other,mother,2,4
8858,female,group E,some high school,standard,none,100,98,38,no,2,5,5,44,services,health,other,other,1,3
8859,male,group D,high school,standard,yes,96,83,59,yes,5,4,1,5,services,health,home,father,2,3
8860,male,group D,some high school,standard,yes,78,79,61,no,2,2,5,49,health,services,reputation,father,3,2
8861,female,group C,bachelor's degree,standard,yes,67,72,56,yes,1,5,4,1,teacher,at_home,reputation,other,3,2
8862,male,group A,bachelor's degree,standard,yes,83,93,43,yes,2,2,4,2,health,services,home,other,4,4
8863,female,group E,some high school,free/reduced,yes,78,77,64,no,1,4,4,2,services,teacher,course,mother,3,3
8864,male,group B,some high school,free/reduced,none,86,82,67,no,4,5,4,68,at_home,services,home,mother,1,1
8865,female,group A,high school,free/reduced,yes,89,98,41,yes,4,3,1,51,health,at_home,home,mother,1,1
8866,female,group C,bachelor's degree,free/reduced,none,85,94,59,yes,4,3,4,74,at_home,other,home,mother,2,3
8867,male,group A,some college,free/reduced,none,61,94,31,yes,4,5,4,65,at_home,other,course,father,4,3
8868,female,group A,high school,standard,yes,100,72,56,no,1,3,1,9,services,health,reputation,father,4,3
8869,female,group E,some college,free/reduced,none,71,94,30,yes,2,2,4,39,at_home,health,home,mother,4,1
8870,male,group E,some college,standard,yes,96,96,39,no,1,1,1,47,teacher,teacher,other,mother,4,2
8871,female,group B,bachelor's degree,free/reduced,none,82,73,49,yes,3,2,2,32,services,at_home,home,mother,3,4
8872,female,group E,some college,standard,none,92,93,34,no,2,1,1,32,other,at_home,course,mother,1,3
8873,female,group D,bachelor's degree,standard,none,69,94,35,yes,4,2,3,39,other,health,course,father,3,1
8874,female,group A,some high school,standard,yes,61,72,30,yes,3,5,4,68,other,other,other,other,1,1
8875,female,group C,some college,standard,none,76,96,31,yes,3,4,5,17,services,at_home,home,other,2,3
8876,male,group E,bachelor's degree,standard,yes,82,93,45,no,5,4,1,46,teacher,health,course,mother,4,2
8877,female,group C,some college,standard,yes,63,80,59,no,4,2,2,75,other,other,home,father,1,3
8878,male,group B,some college,free/reduced,yes,97,93,50,no,5,5,1,32,at_home,at_home,course,father,4,1
8879,female,group E,bachelor's degree,standard,yes,94,92,42,no,5,4,3,47,health,teacher,home,mother,3,1
8880,male,group E,master's degree,standard,none,88,92,50,yes,5,4,2,50,other,health,reputation,other,4,3
8881,male,group C,some college,standard,yes,73,82,55,no,5,2,4,59,health,services,home,mother,3,1
8882,male,group B,some high school,free/reduced,yes,73,85,67,yes,4,3,3,36,services,health,home,father,3,2
8883,male,group B,bachelor's degree,free/reduced,yes,78,88,65,no,4,2,3,47,services,other,other,mother,4,2
8884,female,group C,some high school,free/reduced,yes,98,79,53,no,2,2,5,72,other,teacher,home,mother,3,2
8885,female,group C,bachelor's degree,standard,yes,91,81,34,yes,4,3,5,73,services,other,other,father,2,3
8886,female,group A,bachelor's degree,standard,none,90,75,34,no,3,5,4,0,teacher,teacher,home,mother,2,2
8887,male,group D,some college,free/reduced,yes,67,81,53,no,3,2,5,16,other,services,reputation,father,1,3
8888,female,group B,some college,standard,none,93,94,44,no,4,2,5,13,teacher,services,other,father,3,1
8889,female,group D,master's degree,standard,none,95,82,55,no,1,2,1,17,teacher,teacher,course,father,3,3
8890,male,group B,high school,standard,yes,100,83,30,yes,4,4,2,16,other,health,home,other,3,2
8891,female,group D,some high school,free/reduced,none,97,73,44,no,4,5,1,44,other,other,other,mother,4,1
8892,male,group D,high school,standard,none,63,82,62,yes,3,5,1,43,services,other,course,mother,4,2
8893,female,group A,some college,standard,none,96,90,42,no,4,3,5,5,other,other,home,mother,1,1
8894,male,group E,master's degree,free/reduced,yes,81,91,45,yes,5,5,3,62,services,teacher,reputation,father,1,4
8895,male,group A,some high school,free/reduced,yes,98,71,69,yes,4,4,4,20,services,teacher,reputation,mother,1,2
8896,female,group E,master's degree,standard,yes,99,93,48,yes,1,2,5,36,teacher,services,course,other,1,2
8897,male,group D,some college,free/reduced,none,86,72,59,yes,4,4,4,20,health,other,home,other,4,4
8898,female,group A,master's degree,standard,none,64,86,34,yes,4,2,4,32,teacher,services,other,father,1,4
8899,male,group C,some high school,free/reduced,yes,99,85,45,yes,2,2,1,7,health,other,course,father,3,4
8900,female,group B,some high school,standard,yes,64,91,63,yes,3,3,4,44,health,other,home,father,4,2
8901,female,group E,master's degree,standard,none,100,79,39,no,2,4,4,28,health,other,home,other,4,3
8902,male,group B,high school,free/reduced,none,64,85,46,no,4,3,4,54,other,teacher,course,father,2,4
8903,male,group E,high school,standard,yes,94,97,37,no,3,5,4,8,other,at_home,reputation,mother,2,3
8904,female,group D,bachelor's degree,free/reduced,none,93,76,38,yes,1,2,4,5,services,health,course,other,4,3
8905,female,group B,some college,standard,yes,67,74,59,no,1,1,1,35,health,services,home,father,3,1
8906,male,group B,bachelor's degree,standard,none,94,89,60,no,4,3,2,66,health,services,course,father,4,4
8907,female,group B,bachelor's degree,standard,yes,67,80,38,yes,5,3,3,44,health,teacher,course,father,1,2
8908,female,group B,master's degree,free/reduced,yes,62,84,57,yes,1,3,2,42,at_home,teacher,reputation,other,4,2
8909,female,group C,some college,standard,yes,81,94,64,yes,1,5,2,40,other,health,home,mother,2,3
8910,female,group D,some college,standard,none,80,74,39,no,4,5,2,3,at_home,other,course,other,1,1
8911,female,group A,bachelor's degree,standard,none,94,81,31,yes,5,4,1,63,other,at_home,reputation,other,3,2
8912,male,group E,master's degree,standard,none,85,94,51,no,4,5,2,13,health,other,course,mother,2,2
8913,male,group B,bachelor's degree,free/reduced,yes,69,91,65,yes,4,3,2,9,at_home,at_home,home,mother,1,1
8914,female,group B,bachelor's degree,standard,none,100,81,67,no,1,2,1,47,other,other,course,other,1,2
8915,female,group C,some high school,free/reduced,yes,99,91,70,yes,5,3,1,23,teacher,services,course,father,2,1
8916,female,group E,bachelor's degree,free/reduced,none,74,96,47,no,5,2,5,5,services,at_home,reputation,mother,1,3
8917,female,group C,some high school,free/reduced,yes,69,84,41,yes,1,3,4,14,health,services,other,other,4,2
8918,male,group A,master's degree,standard,yes,98,90,31,no,4,2,4,56,at_home,at_home,home,other,3,3
8919,male,group D,high school,free/reduced,none,72,81,35,no,3,5,3,12,at_home,at_home,other,father,3,1
8920,male,group D,high school,standard,none,87,73,41,no,5,2,4,38,other,other,reputation,other,3,4
8921,female,group E,some college,standard,none,83,77,69,yes,1,2,3,46,teacher,health,other,mother,3,1
8922,male,group C,some college,standard,none,77,90,47,no,3,3,3,15,other,health,other,father,3,1
8923,female,group C,high school,standard,none,74,78,36,no,5,1,1,44,at_home,at_home,course,other,2,3
8924,female,group E,some college,standard,none,64,87,52,yes,1,4,5,40,teacher,other,other,father,3,4
8925,female,group E,high school,free/reduced,yes,79,78,66,no,1,1,3,9,other,health,course,mother,1,2
8926,male,group C,some college,free/reduced,none,98,73,52,yes,2,1,1,61,health,teacher,reputation,other,1,2
8927,male,group C,master's degree,standard,yes,92,88,63,no,4,1,3,28,teacher,at_home,reputation,other,3,1
8928,male,group D,some high school,standard,yes,79,74,43,yes,4,1,5,56,health,health,other,mother,1,2
8929,male,group A,master's degree,free/reduced,none,91,71,33,no,1,5,5,48,at_home,teacher,course,father,1,4
8930,male,group E,some high school,standard,none,88,87,62,yes,4,4,2,57,other,other,course,other,3,3
8931,male,group E,high school,free/reduced,none,89,88,53,no,2,3,5,39,other,at_home,home,mother,4,1
8932,female,group D,high school,free/reduced,none,87,75,59,no,4,5,4,44,teacher,health,reputation,mother,3,1
8933,male,group C,bachelor's degree,free/reduced,none,73,80,49,no,4,4,1,44,teacher,teacher,course,other,2,2
8934,male,group E,some high school,free/reduced,yes,93,82,66,yes,3,3,4,14,other,other,other,father,1,2
8935,female,group A,some college,free/reduced,none,80,81,58,no,1,3,5,35,services,teacher,other,father,4,1
8936,male,group D,master's degree,free/reduced,none,74,82,70,no,1,1,5,32,other,other,other,mother,1,3
8937,female,group C,master's degree,free/reduced,yes,66,86,62,yes,5,1,4,10,services,teacher,reputation,mother,3,4
8938,male,group B,high school,standard,yes,69,84,69,no,2,3,5,46,teacher,at_home,reputation,other,3,4
8939,male,group A,some high school,standard,yes,79,95,64,no,2,1,2,23,other,health,reputation,father,4,1
8940,male,group D,some high school,free/reduced,none,100,83,56,no,1,4,4,75,teacher,teacher,other,father,1,4
8941,male,group C,some college,standard,none,70,83,66,no,1,5,1,51,at_home,other,home,father,3,1
8942,female,group D,master's degree,free/reduced,yes,72,75,39,no,4,1,2,36,services,at_home,course,other,4,3
8943,male,group E,bachelor's degree,free/reduced,yes,70,85,58,no,5,2,1,1,services,at_home,course,father,4,2
8944,male,group C,some high school,free/reduced,yes,70,73,35,yes,4,3,3,21,other,teacher,reputation,mother,1,2
8945,female,group E,master's degree,standard,none,85,92,41,no,5,4,2,47,at_home,at_home,home,other,4,2
8946,female,group E,some high school,standard,none,85,74,67,no,1,4,3,5,services,health,reputation,mother,2,2
8947,female,group D,some college,free/reduced,none,60,83,54,yes,3,5,4,72,at_home,other,other,father,4,2
8948,female,group E,master's degree,free/reduced,yes,73,86,61,yes,5,5,4,41,at_home,teacher,other,father,1,2
8949,female,group B,bachelor's degree,standard,none,60,77,39,no,5,1,4,62,health,services,reputation,other,2,2
8950,male,group E,high school,free/reduced,none,93,92,53,no,4,2,5,38,teacher,services,other,father,3,2
8951,female,group C,some college,standard,none,100,79,44,no,1,4,3,24,other,teacher,course,other,2,1
8952,male,group C,some college,free/reduced,none,76,78,36,no,1,1,3,50,at_home,health,home,father,1,2
8953,female,group A,some college,free/reduced,yes,71,97,59,yes,1,2,4,66,health,health,reputation,mother,4,4
8954,female,group A,some high school,free/reduced,yes,75,74,69,no,4,3,1,28,health,teacher,course,mother,3,2
8955,female,group B,bachelor's degree,standard,none,80,90,46,no,5,2,3,58,at_home,at_home,other,mother,4,4
8956,female,group A,high school,free/reduced,none,65,95,65,yes,2,5,2,32,other,teacher,other,other,2,1
8957,female,group A,high school,standard,none,96,92,43,no,4,2,1,5,health,other,reputation,father,4,1
8958,male,group C,master's degree,free/reduced,yes,90,85,37,no,3,1,3,7,services,other,home,mother,4,3
8959,male,group B,high school,standard,yes,91,81,61,no,2,1,3,60,at_home,other,course,other,1,1
8960,male,group C,some high school,free/reduced,yes,91,79,70,yes,4,1,2,12,teacher,health,home,other,3,3
8961,female,group B,some high school,standard,yes,64,73,55,no,3,4,4,66,health,teacher,course,father,3,3
8962,male,group D,bachelor's degree,free/reduced,yes,68,74,45,no,1,3,2,57,health,at_home,other,mother,4,3
8963,female,group B,master's degree,free/reduced,yes,100,74,52,no,2,5,5,53,at_home,teacher,reputation,other,1,2
8964,male,group D,bachelor's degree,free/reduced,yes,93,81,40,no,1,1,1,55,at_home,at_home,reputation,father,1,3
8965,female,group D,master's degree,standard,none,76,84,42,no,1,5,4,24,health,other,other,mother,3,3
8966,female,group A,bachelor's degree,free/reduced,yes,94,74,46,yes,5,1,5,47,at_home,teacher,course,mother,4,4
8967,male,group B,some high school,standard,yes,87,84,44,no,3,3,4,16,teacher,teacher,home,mother,2,4
8968,male,group D,bachelor's degree,standard,none,91,76,64,no,3,3,2,70,other,other,course,other,2,3
8969,female,group D,high school,standard,yes,64,91,35,yes,5,4,3,16,services,other,home,other,3,4
8970,male,group E,bachelor's degree,standard,none,98,77,43,no,4,3,3,28,other,health,other,other,4,3
8971,female,group C,some high school,free/reduced,yes,72,85,52,yes,2,5,2,71,health,at_home,other,father,1,4
8972,female,group E,bachelor's degree,standard,yes,62,98,64,yes,3,2,5,58,other,services,course,other,1,4
8973,female,group C,master's degree,free/reduced,none,60,81,63,yes,4,4,5,40,teacher,at_home,other,other,2,2
8974,female,group C,some college,free/reduced,none,92,83,40,no,1,1,4,55,at_home,other,reputation,mother,4,1
8975,male,group A,bachelor's degree,standard,none,70,72,59,yes,2,3,3,66,services,services,course,other,4,2
8976,male,group B,some college,free/reduced,none,75,78,49,yes,5,5,3,66,other,services,reputation,other,1,2
8977,female,group B,high school,standard,none,92,76,65,no,5,2,1,69,teacher,health,course,father,2,2
8978,female,group B,high school,standard,none,77,82,63,no,1,3,3,70,at_home,health,reputation,mother,1,4
8979,male,group D,master's degree,standard,yes,62,90,49,no,1,1,5,4,services,health,home,father,2,3
8980,female,group A,high school,standard,none,78,82,61,no,5,5,3,6,health,at_home,other,other,2,4
8981,male,group E,high school,standard,none,80,88,59,no,1,1,2,14,teacher,services,other,other,1,4
8982,female,group A,master's degree,free/reduced,yes,87,77,33,no,1,3,4,8,other,health,other,mother,2,4
8983,male,group B,some college,standard,none,83,85,52,yes,5,1,1,6,health,services,reputation,other,4,1
8984,male,group A,high school,standard,yes,94,95,53,yes,3,1,2,24,services,teacher,other,father,2,2
8985,female,group E,bachelor's degree,standard,yes,87,90,41,no,2,4,5,74,services,other,reputation,father,3,4
8986,female,group D,bachelor's degree,free/reduced,none,87,76,47,yes,1,4,2,9,teacher,other,home,other,1,4
8987,male,group B,high school,free/reduced,yes,73,95,48,no,4,5,4,71,services,services,other,mother,3,4
8988,female,group E,some college,standard,none,94,75,35,no,2,3,3,56,at_home,services,other,other,2,3
8989,female,group C,some college,free/reduced,none,92,78,70,yes,2,2,2,9,health,at_home,course,other,1,2
8990,male,group D,high school,free/reduced,yes,60,84,67,no,1,2,4,42,at_home,at_home,other,father,1,4
8991,female,group D,master's degree,free/reduced,yes,99,79,47,no,2,4,1,22,at_home,teacher,other,other,4,2
8992,female,group A,bachelor's degree,free/reduced,yes,99,84,49,yes,3,3,3,26,at_home,services,home,father,4,4
8993,male,group E,high school,free/reduced,none,95,73,39,no,5,5,1,14,services,services,other,other,1,3
8994,male,group A,master's degree,free/reduced,none,67,91,41,yes,2,1,1,6,at_home,services,other,other,4,2
8995,female,group A,high school,free/reduced,none,63,86,38,yes,1,3,5,53,other,teacher,other,father,4,1
8996,female,group E,some college,free/reduced,yes,88,74,41,no,5,1,1,39,at_home,teacher,reputation,other,1,1
8997,female,group A,high school,free/reduced,yes,80,97,68,yes,1,3,2,34,services,services,home,father,3,1
8998,female,group B,some college,free/reduced,none,85,74,35,no,1,4,3,60,services,at_home,other,other,4,2
8999,female,group C,master's degree,free/reduced,none,78,79,51,no,5,1,2,25,health,other,home,mother,3,1
9000,female,group C,high school,free/reduced,none,76,92,59,yes,2,4,3,2,teacher,at_home,course,other,4,1
9001,female,group C,some college,standard,yes,81,92,30,yes,3,4,1,60,other,at_home,reputation,father,3,3
9002,female,group E,some high school,standard,yes,88,73,62,yes,5,2,5,46,health,at_home,other,mother,2,1
9003,male,group B,high school,standard,none,100,84,39,yes,2,4,5,4,services,at_home,home,other,1,2
9004,female,group C,some college,free/reduced,none,94,76,66,yes,3,4,4,65,other,at_home,reputation,mother,3,4
9005,female,group D,some high school,standard,none,65,97,36,yes,4,1,3,24,teacher,health,reputation,father,3,2
9006,female,group E,bachelor's degree,free/reduced,none,61,86,66,yes,3,4,1,53,at_home,other,other,father,4,1
9007,male,group A,some high school,free/reduced,none,98,86,68,yes,5,3,2,73,other,teacher,reputation,mother,2,2
9008,male,group E,master's degree,free/reduced,yes,75,77,61,no,4,4,2,54,at_home,at_home,course,father,4,1
9009,male,group C,master's degree,standard,yes,92,89,63,no,4,5,4,66,teacher,other,other,other,3,3
9010,female,group E,some high school,standard,yes,77,78,44,no,4,1,5,25,at_home,other,course,other,4,4
